PID,BIAS,REPS,T0,T1,T2,T3,T4,T5,T6,T7,T8,Z0,Z1,Z2,Z3,Z4,Z5,Z6,Z7,Z8,PID,MEAN,STDEV
26,unrelated,30,2140.833333,1786,1594,1619,1762,2753,1418,1818,1834,0.576855778,0.132285298,-0.108271393,-0.076948907,0.102215711,1.343839046,-0.328781692,0.172378079,0.19242447,,,
27,dominant,3,1056.833333,1170,1121,801,675,660,1185,771,2074,-0.357688014,-0.14896943,-0.239342425,-0.829533413,-1.061921114,-1.089586316,-0.121304228,-0.884863818,1.518320109,,,
27,dominant,30,1056.833333,778,842,1945,1106,738,1530,849,819,-0.357688014,-0.87195339,-0.753915192,1.280399367,-0.267007628,-0.945727263,0.514995431,-0.741004765,-0.79633517,,,
27,subordinate,3,1182.458333,1075,1234,1001,1401,1308,793,1043,1010,-0.125991943,-0.32418238,-0.030931233,-0.460664045,0.277074689,0.105550433,-0.844288187,-0.383201478,-0.444064924,,,
27,subordinate,30,1182.458333,964,1026,866,1467,1234,1275,1452,2634,-0.125991943,-0.528904878,-0.414555375,-0.709650868,0.39880158,-0.030931233,0.044686987,0.371136377,2.551154337,,,
27,unrelated,3,1688.041667,3313,1633,1723,1259,1218,2282,1010,3916,0.806479079,3.803465839,0.704963155,0.87095437,0.015177438,-0.060440782,1.901944251,-0.444064924,4.915606981,,,
27,unrelated,30,1688.041667,1586,1627,980,1578,987,1284,2162,3258,0.806479079,0.618278853,0.693897074,-0.499395329,0.603524079,-0.486484901,0.061286109,1.680622631,3.702026763,,,
28,dominant,3,1433.541667,1658,2739,1002,2170,1747,978,1594,1514,-0.155528971,0.25893285,2.254996989,-0.952369716,1.204339732,0.423271156,-0.996685664,0.14075699,-0.006962835,,,
28,dominant,30,1433.541667,2114,747,971,1042,1778,1082,914,1243,-0.155528971,1.100935854,-1.423226659,-1.009611149,-0.878509804,0.480512588,-0.804649891,-1.114861524,-0.507363743,,,
28,subordinate,3,1322.875,1138,1890,1186,1698,850,858,891,1423,-0.35987473,-0.701246013,0.687320344,-0.612614118,0.332792763,-1.233037384,-1.218265402,-1.157330974,-0.174994136,,,
28,subordinate,30,1322.875,1482,947,1114,1650,1458,1283,1266,1227,-0.35987473,-0.066050765,-1.053927096,-0.745561961,0.244160868,-0.110366713,-0.43350383,-0.464894293,-0.536907708,,,
28,unrelated,3,1757.291667,2218,1730,1266,1522,2490,1283,2170,1446,0.442274697,1.292971627,0.391880693,-0.464894293,0.007809148,1.795219033,-0.43350383,1.204339732,-0.132524686,,,
28,unrelated,30,1757.291667,1507,2403,1787,1666,1498,1707,1418,1219,0.442274697,-0.01988832,1.634573723,0.497131069,0.273704833,-0.0365068,0.349411243,-0.184226625,-0.55167969,,,
29,dominant,3,1221.291667,1482,1106,1099,1378,1018,954,802,954,-0.566592634,-0.303539276,-0.682921329,-0.689984293,-0.408474737,-0.771712874,-0.836288543,-0.989655756,-0.836288543,,,
29,dominant,30,1221.291667,851,1017,1274,1738,1594,922,1995,2502,-0.566592634,-0.940215009,-0.772721869,-0.513410199,-0.045236601,-0.190531856,-0.868576377,0.214075069,0.725635444,,,
29,subordinate,3,2064.5,2275,1962,1123,1370,3574,1691,3013,1179,0.284200209,0.496593619,0.18077824,-0.665768417,-0.416546696,1.807277895,-0.092659358,1.241231799,-0.609264707,,,
29,subordinate,30,2064.5,1268,1507,3500,2803,954,2371,2298,1242,0.284200209,-0.519464168,-0.278314405,1.732612278,1.029342886,-0.836288543,0.593457122,0.5198005,-0.545698033,,,
29,unrelated,3,2261,970,1426,1090,7452,2122,1770,1202,1802,0.482467692,-0.820144625,-0.360042986,-0.699065247,5.720159821,0.342217411,-0.012948767,-0.586057826,0.019339068,,,
29,unrelated,30,2261,1987,4164,1266,3105,1306,2947,1731,1090,0.482467692,0.20600311,2.402584841,-0.521482158,1.334059323,-0.481122365,1.174638141,-0.052299565,-0.699065247,,,
30,dominant,3,1027.666667,828,945,1074,898,1204,1411,763,1059,-0.323911441,-0.523326922,-0.406474111,-0.277636397,-0.453414984,-0.14779994,0.058939648,-0.58824515,-0.292617526,,,
30,dominant,30,1027.666667,811,635,748,915,1564,938,706,1139,-0.323911441,-0.540305536,-0.716084123,-0.60322628,-0.436436371,0.21174717,-0.413465305,-0.645173443,-0.212718169,,,
30,subordinate,3,1518.458333,1210,1290,828,859,851,2053,1660,6316,0.166262795,-0.141807489,-0.061908131,-0.523326922,-0.492365921,-0.500355857,0.700131994,0.307626399,4.957769024,,,
30,subordinate,30,1518.458333,1026,987,681,2076,1347,1411,1273,786,0.166262795,-0.325576012,-0.364526948,-0.670141992,0.72310306,-0.004979838,0.058939648,-0.078886744,-0.565274085,,,
30,unrelated,3,1937.125,1667,1506,963,931,1660,756,1827,1402,0.584402768,0.314617593,0.153820135,-0.388496756,-0.420456499,0.307626399,-0.595236344,0.474416309,0.04995097,,,
30,unrelated,30,1937.125,989,1852,1761,978,921,1332,3883,2875,0.584402768,-0.362529465,0.499384858,0.408499338,-0.373515626,-0.430443919,-0.019960968,2.527829804,1.521097896,,,
31,dominant,3,1205.666667,2122,883,931,1332,786,1138,956,1884,-0.516731955,0.706076778,-0.947317206,-0.883263202,-0.348145375,-1.076759673,-0.607030309,-0.849901741,0.388475674,,,
31,dominant,30,1205.666667,826,1172,1267,1107,835,1339,1002,1068,-0.516731955,-1.023381336,-0.561658722,-0.434885172,-0.64839852,-1.01137121,-0.338804166,-0.788516654,-0.700442398,,,
31,subordinate,3,1296.5,1012,1421,1986,1235,779,1636,2483,1468,-0.395518649,-0.77517207,-0.229378575,0.524590433,-0.477587842,-1.086100882,0.057529985,1.187816268,-0.16665903,,,
31,subordinate,30,1296.5,1066,1563,1131,802,851,1564,1811,1101,-0.395518649,-0.703111315,-0.03988548,-0.616371518,-1.055408338,-0.990019876,-0.038551021,0.291060209,-0.65640527,,,
31,unrelated,3,2290.583333,1851,1596,2811,1699,2035,1899,1092,2171,0.931044226,0.344438546,0.004151648,1.62551863,0.141600866,0.589978895,0.40849255,-0.668415396,0.771465241,,,
31,unrelated,30,2290.583333,1763,1642,4466,3866,1139,1659,1547,2683,0.931044226,0.227006205,0.065536736,3.834047317,3.033372265,-0.60569585,0.088222529,-0.061236814,1.454707952,,,
32,dominant,3,1311.583333,1066,1635,907,1220,2147,1003,1442,1635,-0.53192029,-0.80187665,-0.176405993,-0.976656676,-0.632592852,0.386407674,-0.871129113,-0.388560364,-0.176405993,,,
32,dominant,30,1311.583333,834,939,1083,898,965,995,2739,1154,-0.53192029,-1.056901593,-0.941480821,-0.783189478,-0.986549884,-0.91290044,-0.879923077,1.037160976,-0.705143051,,,
32,subordinate,3,1791.041667,1371,1723,1075,1628,1186,1347,3308,1764,-0.004877902,-0.46660679,-0.079672394,-0.791983441,-0.184100711,-0.669967197,-0.492988681,1.662631633,-0.034603331,,,
32,subordinate,30,1791.041667,1107,1747,7251,931,1691,1178,938,3322,-0.004877902,-0.756807587,-0.053290503,5.996956415,-0.950274785,-0.114848248,-0.67876116,-0.942580067,1.678021069,,,
32,unrelated,3,2044.125,1171,1691,1995,4067,1955,2754,1380,3148,0.273322799,-0.686455879,-0.114848248,0.219322366,2.496958924,0.175352549,1.053649658,-0.456713581,1.486752362,,,
32,unrelated,30,2044.125,1340,1035,1723,1363,2493,2029,1467,2197,0.273322799,-0.500683399,-0.835953259,-0.079672394,-0.475400754,0.766746597,0.256696712,-0.361079227,0.441369946,,,
33,dominant,3,1035.791667,923,915,1011,875,714,755,772,1306,-0.102750367,-0.431268378,-0.454569249,-0.174958796,-0.571073604,-1.040003635,-0.920586671,-0.87107232,0.684260825,,,
33,dominant,30,1035.791667,803,723,1513,933,2131,941,1993,939,-0.102750367,-0.780781444,-1.013790155,1.287170863,-0.402142289,3.087163154,-0.378841418,2.685223128,-0.384666636,,,
33,subordinate,3,992.0833333,1108,1046,819,1348,906,939,777,1435,-0.230055648,0.107564265,-0.073017485,-0.734179702,0.806590398,-0.480782729,-0.384666636,-0.856509275,1.059987371,,,
33,subordinate,30,992.0833333,795,916,834,1364,915,859,948,1020,-0.230055648,-0.804082315,-0.45165664,-0.690490569,0.85319214,-0.454569249,-0.617675347,-0.358453156,-0.148745316,,,
33,unrelated,3,1291.791667,1130,1267,1113,1107,2587,1115,1690,1606,0.642877508,0.171641661,0.570669078,0.12212731,0.104651657,4.415312805,0.127952528,1.802702636,1.55804349,,,
33,unrelated,30,1291.791667,1314,1164,1044,1234,1059,956,939,819,0.642877508,0.707561696,0.270670363,-0.078842703,0.474552985,-0.03515357,-0.335152285,-0.384666636,-0.734179702,,,
34,dominant,3,1144.625,763,1434,1034,1131,1058,1674,994,2412,-0.324818858,-1.124482666,0.28154266,-0.556624449,-0.353368925,-0.506334423,0.784442926,-0.64044116,2.330861243,,,
34,dominant,30,1144.625,746,1026,939,1338,963,762,834,683,-0.324818858,-1.160104768,-0.573387792,-0.755689138,0.080382554,-0.705399111,-1.126578084,-0.975708004,-1.292116088,,,
34,subordinate,3,1267.833333,970,1210,1011,874,1067,1530,1250,2107,-0.066645927,-0.690731187,-0.187830921,-0.604819058,-0.891891293,-0.487475663,0.482702766,-0.10401421,1.691758822,,,
34,subordinate,30,1267.833333,1082,1769,962,1498,930,1114,1114,1875,-0.066645927,-0.456044396,0.983507614,-0.707494529,0.415649398,-0.774547898,-0.388991027,-0.388991027,1.205621898,,,
34,unrelated,3,1378.791667,1563,922,1594,2499,1386,1354,1290,2114,0.165858138,0.551851553,-0.79131124,0.616809504,2.513162589,0.180962607,0.113909238,-0.020197499,1.706426746,,,
34,unrelated,30,1378.791667,1499,1202,1210,1042,953,1658,1050,1090,0.165858138,0.417744815,-0.204594263,-0.187830921,-0.539861107,-0.726353289,0.750916241,-0.523097765,-0.439281054,,,
35,dominant,3,1623.375,1130,1315,1690,4186,1459,1123,1283,1818,-0.611316269,-1.007712739,-0.859076616,-0.557787179,1.447595318,-0.743381472,-1.013336808,-0.884786648,-0.454947051,,,
35,dominant,30,1623.375,2202,1202,1106,1114,1402,1146,1442,1786,-0.611316269,-0.146426667,-0.949865167,-1.026995263,-1.020567755,-0.789177467,-0.994857723,-0.757039927,-0.480657083,,,
35,subordinate,3,2192,914,2962,1418,1042,946,2811,3316,1786,-0.154461052,-1.181255455,0.464186593,-0.776322451,-1.078415327,-1.155545423,0.34286738,0.748603823,-0.480657083,,,
35,subordinate,30,2192,1378,1194,1066,5138,1554,3666,1538,2964,-0.154461052,-0.808459991,-0.956292675,-1.059132803,2.21246877,-0.667054815,1.029807298,-0.679909831,0.46579347,,,
35,unrelated,3,3283.583333,2162,2075,3410,2050,2082,1866,6818,2330,0.722559024,-0.178564207,-0.248463356,0.824127042,-0.268549319,-0.242839287,-0.416382003,3.56224545,-0.043586539,,,
35,unrelated,30,3283.583333,5435,6259,2450,2394,3546,2090,3978,4283,0.722559024,2.451090004,3.113123329,0.052826081,0.007833525,0.933394678,-0.236411779,1.28048011,1.525528852,,,
36,dominant,3,1327,1003,1138,1011,938,1018,762,1194,1654,-0.298513138,-0.777530471,-0.577939916,-0.765702883,-0.873629628,-0.755353743,-1.133836574,-0.495146796,0.184939541,,,
36,dominant,30,1327,1058,1091,2787,1267,1026,722,994,2158,-0.298513138,-0.696215801,-0.647426998,1.86002176,-0.387220051,-0.743526154,-1.192974517,-0.790836508,0.930077616,,,
36,subordinate,3,1623.291667,2314,1026,1506,2202,2306,3626,922,2446,0.139538851,1.160715591,-0.743526154,-0.033870846,0.995129352,1.148888003,3.100440102,-0.897284805,1.355870801,,,
36,subordinate,30,1623.291667,1994,1010,1874,1130,1490,1403,1082,1283,0.139538851,0.687612052,-0.767181331,0.510198225,-0.589767504,-0.057526022,-0.186151047,-0.660733035,-0.363564874,,,
36,unrelated,3,1509.583333,1610,1058,2050,1195,1586,1314,1666,2194,-0.028573072,0.119887805,-0.696215801,0.770405171,-0.493668348,0.084405039,-0.317732969,0.202680924,0.983301764,,,
36,unrelated,30,1509.583333,1058,1650,1450,1194,915,1218,1346,1314,-0.028573072,-0.696215801,0.179025747,-0.116663965,-0.495146796,-0.907633945,-0.459664031,-0.270422615,-0.317732969,,,
38,dominant,3,1763.958333,835,1090,2354,1035,1787,1204,1292,1474,-0.068211647,-0.832934413,-0.623017242,0.417513363,-0.668293495,-0.049243641,-0.529171918,-0.456729914,-0.306906678,,,
38,dominant,30,1763.958333,1082,3940,922,947,4867,3786,826,971,-0.068211647,-0.629602879,1.723115847,-0.761315614,-0.740735499,2.486226504,1.596342339,-0.840343254,-0.720978588,,,
38,subordinate,3,1482.666667,1194,986,1034,1330,851,882,937,2425,-0.299772238,-0.537403964,-0.70863052,-0.669116699,-0.42544814,-0.81976314,-0.794243797,-0.748967545,0.475960889,,,
38,subordinate,30,1482.666667,1154,1275,1082,2332,2011,882,3026,2227,-0.299772238,-0.570332148,-0.470724392,-0.629602879,0.399402862,0.135154188,-0.794243797,0.970706849,0.31296638,,,
38,unrelated,3,1742.958333,2964,954,2306,1739,1194,1859,996,922,-0.085498944,0.919668164,-0.734973067,0.377999542,-0.088757461,-0.537403964,0.01002709,-0.700398474,-0.761315614,,,
38,unrelated,30,1742.958333,1306,1451,1458,1794,1082,1073,2169,1010,-0.085498944,-0.44520505,-0.325840384,-0.320077952,-0.043481209,-0.629602879,-0.63701172,0.265220513,-0.688873609,,,
39,dominant,3,1337.958333,1322,1138,1058,970,1170,1434,1035,698,0.002693462,-0.025313671,-0.348236653,-0.48863795,-0.643079376,-0.292076134,0.171248144,-0.529003322,-1.120443784,,,
39,dominant,30,1337.958333,794,1322,970,1042,1346,3076,842,2530,0.002693462,-0.951962228,-0.025313671,-0.643079376,-0.516718209,0.016806718,3.052984755,-0.86772145,2.094745907,,,
39,subordinate,3,1338.375,954,1290,658,1050,762,1051,1114,1483,0.003424719,-0.671159635,-0.08147419,-1.190644432,-0.502678079,-1.008122747,-0.500923063,-0.390357042,0.257243938,,,
39,subordinate,30,1338.375,1611,1243,706,1403,3194,922,1514,2930,0.003424719,0.481886013,-0.163959951,-1.106403654,0.116842642,3.260076668,-0.727320154,0.311649441,2.796752389,,,
39,unrelated,3,1637.25,1139,1619,1354,1666,1363,1066,1066,2226,0.527955188,-0.346481637,0.495926142,0.030846848,0.578411904,0.046641993,-0.47459782,-0.47459782,1.56122098,,,
39,unrelated,30,1637.25,2491,1394,1011,1410,1050,2914,1226,4186,0.527955188,2.026300274,0.101047496,-0.571123711,0.129127755,-0.502678079,2.76867213,-0.193795227,5.001052745,,,
40,dominant,3,983.7083333,762,626,762,730,1051,1091,851,1675,-0.624664372,-0.914512999,-1.092311518,-0.914512999,-0.956347945,-0.536691147,-0.484397465,-0.798159557,0.279090292,,,
40,dominant,30,983.7083333,1146,666,1058,1370,1010,698,722,1251,-0.624664372,-0.412493652,-1.040017836,-0.527539753,-0.119649033,-0.590292171,-0.99818289,-0.966806681,-0.275222737,,,
40,subordinate,3,1213.208333,1386,1018,915,986,1042,1154,1226,930,-0.324629373,-0.098731561,-0.579833435,-0.714489666,-0.62166838,-0.548457225,-0.402034916,-0.307906288,-0.694879535,,,
40,subordinate,30,1213.208333,738,1290,795,2778,674,1234,1346,1187,-0.324629373,-0.945889208,-0.224236397,-0.871370711,1.721088572,-1.029559099,-0.297447552,-0.151025243,-0.358892628,,,
40,unrelated,3,1910.5,1922,1618,907,1154,1002,1211,1290,3526,0.586969344,0.602003778,0.204571795,-0.724948402,-0.402034916,-0.600750907,-0.327516419,-0.224236397,2.698980424,,,
40,unrelated,30,1910.5,1130,1107,1970,4162,1306,2570,1652,1130,0.586969344,-0.433411125,-0.463479992,0.664756196,3.530449967,-0.203318924,1.449161425,0.249021424,-0.433411125,,,
41,dominant,3,1176.375,1130,1058,1250,731,1762,2738,1011,1387,-0.495397369,-0.571635182,-0.689999009,-0.374362136,-1.227568058,0.467336192,2.07182363,-0.767264285,-0.149142075,,,
41,dominant,30,1176.375,1035,1316,858,1010,874,818,906,1234,-0.495397369,-0.727809676,-0.265861961,-1.018787418,-0.768908227,-0.992484346,-1.0845451,-0.9398782,-0.400665209,,,
41,subordinate,3,1563.208333,1154,1050,1418,794,1514,746,1594,1626,0.140534212,-0.532180572,-0.703150545,-0.098179872,-1.123999709,0.059638565,-1.202908928,0.191153928,0.243760074,,,
41,subordinate,30,1563.208333,1227,931,850,1714,2266,2522,1370,1634,0.140534212,-0.412172803,-0.898779649,-1.031938955,0.388426974,1.295882984,1.716732148,-0.17708909,0.25691161,,,
41,unrelated,3,1625,1882,978,1490,1754,1842,1322,1172,1387,0.242116132,0.664609238,-0.821514373,0.020183956,0.454184656,0.598851556,-0.255998308,-0.502589616,-0.149142075,,,
41,unrelated,30,1625,2042,1555,1139,1506,1058,2034,1466,1242,0.242116132,0.927639966,0.127040189,-0.556839703,0.046487028,-0.689999009,0.914488429,-0.019270654,-0.387513672,,,
42,dominant,3,1416,1147,1282,1162,1458,763,1737,714,1266,-0.095159759,-0.361882511,-0.228025368,-0.347009495,-0.053515314,-0.742631718,0.223122781,-0.791216903,-0.243889918,,,
42,dominant,30,1416,602,1170,2778,1531,1346,2514,634,962,-0.095159759,-0.902268755,-0.33907722,1.255310085,0.018866696,-0.164567166,0.993545005,-0.870539655,-0.545316374,,,
42,subordinate,3,1377.916667,986,1130,1554,1234,1394,890,1282,1634,-0.132920693,-0.521519548,-0.378738595,0.041671987,-0.275619019,-0.116973516,-0.61670685,-0.228025368,0.120994739,,,
42,subordinate,30,1377.916667,1578,1323,1450,634,906,1010,1922,1811,-0.132920693,0.065468813,-0.187372458,-0.06144759,-0.870539655,-0.6008423,-0.497722723,0.406556644,0.296496326,,,
42,unrelated,3,1529,778,1522,1218,1435,3364,483,1314,1795,0.016883628,-0.727758702,0.009942887,-0.291483569,-0.076320605,1.836349239,-1.020261348,-0.196296267,0.280631776,,,
42,unrelated,30,1529,1786,1002,1274,1002,1106,898,2178,1722,0.016883628,0.271707967,-0.505654998,-0.235957643,-0.505654998,-0.402535421,-0.608774575,0.660389449,0.208249765,,,
43,dominant,3,1697.708333,1250,666,1874,962,858,11797,755,2850,0.100717059,-0.219398737,-0.636964394,0.226767309,-0.425321527,-0.499682534,7.321808444,-0.573328532,0.924616765,,,
43,dominant,30,1697.708333,882,890,691,1147,962,690,1146,3834,0.100717059,-0.482522302,-0.476802224,-0.619089152,-0.293044734,-0.425321527,-0.619804162,-0.293759744,1.628186298,,,
43,subordinate,3,1297.208333,706,1002,2010,3642,1634,2148,850,810,-0.185644321,-0.608364007,-0.396721139,0.324008626,1.490904438,0.055164984,0.422679963,-0.505402612,-0.534002999,,,
43,subordinate,30,1297.208333,1322,786,1002,1754,1074,1131,898,1042,-0.185644321,-0.167918039,-0.551163232,-0.396721139,0.140966146,-0.345240442,-0.304484889,-0.471082147,-0.368120752,,,
43,unrelated,3,2014.208333,1235,1002,1682,930,2962,1562,1938,986,0.327017625,-0.230123882,-0.396721139,0.089485449,-0.448201837,1.00469785,0.003684286,0.272527929,-0.408161294,,,
43,unrelated,30,2014.208333,2083,1307,1034,906,1330,922,1186,6851,0.327017625,0.376204334,-0.178643184,-0.373840829,-0.465362069,-0.162197961,-0.453921914,-0.265159357,3.785370527,,,
44,dominant,3,1170.458333,1330,1130,1002,1243,1131,1018,1283,1290,-0.28057842,-0.099871161,-0.326404157,-0.471385274,-0.198413014,-0.325271492,-0.453262635,-0.153106415,-0.14517776,,,
44,dominant,30,1170.458333,1171,4035,1109,1010,866,1370,1099,1002,-0.28057842,-0.279964893,2.963987607,-0.350190122,-0.462323954,-0.625427711,-0.054564562,-0.361516771,-0.471385274,,,
44,subordinate,3,1270.166667,1098,1090,1098,1234,1522,1890,722,899,-0.167642282,-0.362649436,-0.371710756,-0.362649436,-0.208606999,0.117600515,0.534421227,-0.788531468,-0.588049767,,,
44,subordinate,30,1270.166667,946,1138,986,1074,1770,665,1842,858,-0.167642282,-0.534814513,-0.317342837,-0.489507914,-0.389833396,0.398501429,-0.853093372,0.480053308,-0.634489031,,,
44,unrelated,3,1861.75,1346,2090,1130,1321,1378,1770,1283,2075,0.502423441,-0.081748522,0.760954223,-0.326404157,-0.110065146,-0.045503242,0.398501429,-0.153106415,0.743964248,,,
44,unrelated,30,1861.75,1098,1180,922,8179,1322,1659,2274,2402,0.502423441,-0.362649436,-0.269770908,-0.561998473,7.657751279,-0.108932481,0.272775617,0.969364579,1.114345696,,,
45,dominant,3,1768.666667,1227,1315,1706,3762,1297,2106,3467,1460,-0.266299514,-0.807685655,-0.71973123,-0.328933726,1.726001485,-0.737721908,0.070859116,1.431154263,-0.574806324,,,
45,dominant,30,1768.666667,1346,1514,1698,1539,978,1425,2026,1443,-0.266299514,-0.688747284,-0.52083429,-0.336929583,-0.495847238,-1.056556699,-0.609788198,-0.009099452,-0.59179752,,,
45,subordinate,3,1854.875,1795,1538,1124,1442,3538,1738,1162,1033,-0.180135827,-0.239979819,-0.49684672,-0.910632312,-0.592797002,1.502117493,-0.296950299,-0.872651992,-1.001585184,,,
45,subordinate,30,1854.875,3875,1699,1458,1458,1458,4544,956,2018,-0.180135827,1.838942963,-0.335930101,-0.576805288,-0.576805288,-0.576805288,2.507596492,-1.078545306,-0.017095309,,,
45,unrelated,3,2519.958333,1794,1362,1514,3026,4274,5306,3139,1523,0.484603063,-0.240979301,-0.672755571,-0.52083429,0.990382654,2.237736323,3.269201857,1.103324132,-0.511838952,,,
45,unrelated,30,2519.958333,3355,2145,1283,1650,4500,2201,2660,1746,0.484603063,1.319212267,0.109838919,-0.751714657,-0.384904724,2.463619279,0.165809917,0.624572203,-0.288954442,,,
46,dominant,3,1121.125,1148,987,1609,1699,938,1082,963,834,-0.330994899,-0.313297816,-0.41931569,-0.009731109,0.049533541,-0.451582,-0.35675856,-0.435119597,-0.520065595,,,
46,dominant,30,1121.125,418,1162,859,3194,1178,1042,1138,778,-0.330994899,-0.793999977,-0.304078871,-0.503603192,1.033985226,-0.293542933,-0.383098404,-0.319882777,-0.556941377,,,
46,subordinate,3,1628.375,1667,1490,4300,1578,1201,970,994,1227,0.003027253,0.028461665,-0.088092146,1.762281924,-0.030144489,-0.278397522,-0.430510124,-0.414706217,-0.261276624,,,
46,subordinate,30,1628.375,1162,523,2875,962,1546,875,1362,4398,0.003027253,-0.304078871,-0.724857885,0.823924967,-0.435778093,-0.051216364,-0.493067255,-0.172379649,1.826814543,,,
46,unrelated,3,2024.75,1003,2643,1234,1138,1956,1171,5531,714,0.264038649,-0.408779752,0.671153869,-0.256667151,-0.319882777,0.218767041,-0.298152406,2.572890636,-0.599085128,,,
46,unrelated,30,2024.75,1627,9698,3051,2738,2220,929,506,2227,0.264038649,0.002121821,5.316843929,0.939820282,0.733711,0.392610014,-0.457508465,-0.736052319,0.397219487,,,
47,dominant,3,2884.708333,730,1497,1002,3533,2739,2587,2442,1082,-0.223820474,-1.057122637,-0.760496523,-0.951930586,0.026896915,-0.280171056,-0.338954849,-0.395031494,-0.920991747,,,
47,dominant,30,2884.708333,1234,2483,1860,1058,1619,6018,4298,8011,-0.223820474,-0.862207954,-0.379175339,-0.620111543,-0.930273399,-0.713314794,0.987934585,0.322749558,1.758698397,,,
47,subordinate,3,2982.708333,1227,1154,5650,1354,3830,2026,5013,1930,-0.185920397,-0.864915103,-0.893146793,0.845615928,-0.815799697,0.141757353,-0.555913454,0.599265427,-0.59304006,,,
47,subordinate,30,2982.708333,2178,4163,8427,2235,1506,5946,2561,1384,-0.185920397,-0.497129661,0.270540268,1.919580357,-0.475085738,-0.757015904,0.96008963,-0.349009972,-0.804197632,,,
47,unrelated,3,4136.458333,1892,1155,2148,2803,683,3474,9011,3010,0.260275664,-0.607736008,-0.892760057,-0.508731725,-0.255419985,-1.075299204,0.004079522,2.145433878,-0.175365741,,,
47,unrelated,30,4136.458333,3779,3042,1306,9530,3394,7442,1194,6987,0.260275664,0.122033844,-0.162990205,-0.834363,2.346149592,-0.026859316,1.538645909,-0.877677374,1.362681265,,,
48,dominant,3,1517.041667,1651,706,1026,1730,1154,1314,962,738,-0.470511145,-0.385950386,-0.982478543,-0.780479591,-0.336081895,-0.699680009,-0.598680533,-0.820879381,-0.962278648,,,
48,dominant,30,1517.041667,1811,804,1034,1939,826,3410,1554,962,-0.470511145,-0.28495091,-0.920616364,-0.775429617,-0.204151329,-0.906728936,0.724412607,-0.447181319,-0.820879381,,,
48,subordinate,3,1779.666667,2026,4347,923,1715,2050,1011,882,953,-0.304729974,-0.149232863,1.315890791,-0.845498003,-0.345550595,-0.134082942,-0.789948291,-0.871379119,-0.826560602,,,
48,subordinate,30,1779.666667,1091,2426,3642,2618,1346,1378,1562,1106,-0.304729974,-0.739448553,0.103265828,0.870861848,0.224465199,-0.578480638,-0.558280743,-0.442131345,-0.729979852,,,
48,unrelated,3,2609.666667,3586,2002,2530,2434,2290,3322,2162,3923,0.21920481,0.835512031,-0.164382785,0.168915487,0.108315801,0.017416273,0.668862895,-0.063383308,1.048242178,,,
48,unrelated,30,2609.666667,1082,3187,2482,2258,3219,5755,2091,2355,0.21920481,-0.745129774,0.583644587,0.138615644,-0.002783623,0.603844482,2.204686183,-0.108201826,0.05844731,,,
49,dominant,3,979.7916667,875,819,874,579,922,1170,962,1186,-0.385852117,-0.587721148,-0.695598674,-0.589647532,-1.157930926,-0.497181082,-0.019437754,-0.420125706,0.011384396,,,
49,dominant,30,979.7916667,843,1042,891,1178,1562,1122,706,1821,-0.385852117,-0.649365448,-0.266014955,-0.556898998,-0.004026679,0.735704926,-0.111904205,-0.913280109,1.234638482,,,
49,subordinate,3,1035.416667,819,1226,1162,1106,1074,810,882,954,-0.278696985,-0.695598674,0.088439772,-0.034848829,-0.142726355,-0.204370655,-0.712936133,-0.574236457,-0.435536781,,,
49,subordinate,30,1035.416667,738,947,986,995,1378,810,771,2020,-0.278696985,-0.851635809,-0.449021472,-0.373892481,-0.356555022,0.381250198,-0.712936133,-0.788065124,1.617988975,,,
49,unrelated,3,1351.625,1058,866,1106,802,1411,1890,1363,866,0.33044181,-0.235192805,-0.605058607,-0.142726355,-0.728347208,0.444820883,1.367559004,0.352354433,-0.605058607,,,
49,unrelated,30,1351.625,1459,1514,866,771,1442,2866,1466,1604,0.33044181,0.537287334,0.643238475,-0.605058607,-0.788065124,0.504538799,3.247710166,0.550772024,0.81661307,,,
50,dominant,3,1429.041667,1250,1786,1035,874,1441,1298,1795,1026,-0.384541862,-0.587395288,0.019890368,-0.830989348,-1.013401644,-0.370993123,-0.533011498,0.030087329,-0.841186309,,,
50,dominant,30,1429.041667,962,754,994,938,2290,1954,1378,746,-0.384541862,-0.913698029,-1.149361119,-0.877442169,-0.940889924,0.590920164,0.210233634,-0.442371848,-1.158425084,,,
50,subordinate,3,1974.666667,690,723,2267,1370,1130,1755,867,2650,0.233648877,-1.22187284,-1.184483984,0.564861265,-0.451435813,-0.723354763,-0.015232496,-1.021332613,0.99879859,,,
50,subordinate,30,1974.666667,1266,971,1914,3002,4231,2018,2858,3070,0.233648877,-0.569267358,-0.903501068,0.164913809,1.397613051,2.790064677,0.282745354,1.234461681,1.474656754,,,
50,unrelated,3,1768.791667,978,4260,1474,1083,2610,1978,1506,1555,0.000393402,-0.895570099,2.822921551,-0.333604268,-0.776605558,0.953478765,0.237425529,-0.297348408,-0.241831622,,,
50,unrelated,30,1768.791667,2282,994,1010,1162,2002,1474,2290,2870,0.000393402,0.581856199,-0.877442169,-0.859314239,-0.687098903,0.264617424,-0.333604268,0.590920164,1.248057628,,,
51,dominant,3,1297.875,3122,858,890,1283,850,1348,1209,1611,-0.477373496,1.741589617,-1.012460948,-0.973534438,-0.495468241,-1.022192576,-0.416398768,-0.585485794,-0.096471516,,,
